TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2024,1,16,6,15,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Theft from Vehicle,2024,2,4,15,0,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Theft from Vehicle,2024,2,25,8,3,2XX KEEFER ST,Strathcona,492927.4858,5458529.2955
Theft from Vehicle,2024,1,15,11,23,2XX UNION ST,Strathcona,492756.6405,5458325.2868
Theft from Vehicle,2024,2,4,14,0,2XX W 63RD AVE,Marpole,491980.1477,5451177.481
Theft from Vehicle,2024,1,18,19,1,2XX W HASTINGS ST,Central Business District,492024.3978,5458870.112
Theft from Vehicle,2024,2,6,18,0,2XX W PENDER ST,Central Business District,491958.8371,5458790.5821
Theft from Vehicle,2024,1,10,13,4,2XX W PENDER ST,Central Business District,491989.8407,5458760.7379
Theft from Vehicle,2024,1,15,21,0,30XX E 2ND AVE,Hastings-Sunrise,496990.8199,5457297.6354
Theft from Vehicle,2024,1,16,2,0,30XX E GEORGIA ST,Hastings-Sunrise,496990.1119,5458386.2692
Theft from Vehicle,2024,1,5,19,0,30XX GRAVELEY ST,Hastings-Sunrise,496990.887,5457512.458
Theft from Vehicle,2024,2,5,8,0,30XX NANAIMO ST,Renfrew-Collingwood,495884.6403,5455975.672
Theft from Vehicle,2024,1,30,3,10,30XX OAK ST,Fairview,490771.1687,5456204.123
Theft from Vehicle,2024,2,4,8,0,31XX E 18TH AVE,Renfrew-Collingwood,497227.7753,5455689.1354
Theft from Vehicle,2024,3,3,9,0,31XX E 29TH AVE,Renfrew-Collingwood,497051.033,5454637.0672
Theft from Vehicle,2024,3,3,15,7,31XX E 4TH AVE,Hastings-Sunrise,497284.5744,5457094.701
Theft from Vehicle,2024,2,13,5,0,31XX E 7TH AVE,Hastings-Sunrise,497253.2352,5456791.0771
Theft from Vehicle,2024,1,8,12,0,31XX LAUREL ST,Fairview,490954.0187,5456053.8491
Theft from Vehicle,2024,1,3,4,30,31XX W 7TH AVE,Kitsilano,487338.9503,5457021.7121
Theft from Vehicle,2024,2,21,15,37,32XX E 15TH AVE,Renfrew-Collingwood,497344.9099,5455954.1889
Theft from Vehicle,2024,1,10,23,30,32XX E 51ST AVE,Killarney,497169.0248,5452232.5706
Theft from Vehicle,2024,2,22,16,0,32XX E 51ST AVE,Killarney,497197.2413,5452240.351
Theft from Vehicle,2024,2,20,20,0,32XX EUCLID AVE,Renfrew-Collingwood,497206.5728,5453947.3636
Theft from Vehicle,2024,1,30,18,0,32XX MATAPAN CRES,Renfrew-Collingwood,497800.2336,5456035.2823
Theft from Vehicle,2024,2,11,23,0,32XX TURNER ST,Hastings-Sunrise,497371.6391,5458475.9731
Theft from Vehicle,2024,1,24,23,0,33XX E 24TH AVE,Renfrew-Collingwood,497681.3575,5455108.0868
Theft from Vehicle,2024,3,5,21,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Theft from Vehicle,2024,2,21,11,25,33XX MAIN ST,Riley Park,492635.8206,5455879.7007
Theft from Vehicle,2024,1,4,14,0,33XX VENABLES ST,Hastings-Sunrise,497559.3294,5458202.9916
Theft from Vehicle,2024,1,2,0,0,33XX W 27TH AVE,Dunbar-Southlands,486904.0342,5455050.4762
Theft from Vehicle,2024,2,9,16,0,33XX W 28TH AVE,Dunbar-Southlands,486916.9227,5454934.6181
Theft from Vehicle,2024,2,25,20,0,34XX CAROLINA ST,Riley Park,493315.9536,5455767.5557
Theft from Vehicle,2024,1,9,7,30,34XX COPELAND AVE,Killarney,497880.2129,5451391.5814
Theft from Vehicle,2024,2,13,7,0,34XX CROWLEY DR,Renfrew-Collingwood,497643.8055,5453839.9184
Theft from Vehicle,2024,1,18,22,0,34XX E 22ND AVE,Renfrew-Collingwood,497748.2974,5455311.3095
Theft from Vehicle,2024,1,1,12,0,34XX KINGSWAY AVE,Killarney,497770.1979,5453239.4829
Theft from Vehicle,2024,2,6,15,0,34XX NORMANDY DR,Renfrew-Collingwood,497800.4863,5455625.0181
Theft from Vehicle,2024,2,18,21,0,34XX OXFORD ST,Hastings-Sunrise,497858.7319,5459209.4199
Theft from Vehicle,2024,1,29,9,25,34XX TUPPER ST,South Cambie,491562.0257,5455816.1447
Theft from Vehicle,2024,2,12,0,0,34XX W 14TH AVE,Kitsilano,486790.942,5456346.1113
Theft from Vehicle,2024,2,28,21,0,34XX W 19TH AVE,Dunbar-Southlands,486809.6027,5455877.6047
Theft from Vehicle,2024,2,12,22,0,34XX W 29TH AVE,Dunbar-Southlands,486878.2672,5454831.6901
Theft from Vehicle,2024,1,2,23,0,35XX ARBUTUS ST,Arbutus Ridge,488862.7565,5455817.096
Theft from Vehicle,2024,3,2,18,30,35XX E 47TH AVE,Killarney,497891.3287,5452628.3212
Theft from Vehicle,2024,1,2,17,30,35XX INVERNESS ST,Kensington-Cedar Cottage,494192.3611,5455641.192
Theft from Vehicle,2024,2,4,12,0,35XX NAPIER ST,Hastings-Sunrise,497939.2059,5458016.9596
Theft from Vehicle,2024,1,7,1,0,35XX ONTARIO ST,Riley Park,492368.2065,5455638.5685
Theft from Vehicle,2024,2,13,5,30,35XX VANNESS AVE,Renfrew-Collingwood,497891.721,5453788.0343
Theft from Vehicle,2024,2,12,20,0,35XX W 28TH AVE,Dunbar-Southlands,486567.414,5454939.6742
Theft from Vehicle,2024,2,24,8,0,36XX CAMBRIDGE ST,Hastings-Sunrise,498268.9566,5459322.9085
Theft from Vehicle,2024,2,28,16,35,36XX FOSTER AVE,Renfrew-Collingwood,498114.1196,5453479.1034
Theft from Vehicle,2024,2,24,13,0,36XX KINGSWAY AVE,Renfrew-Collingwood,498228.9781,5453280.2923
Theft from Vehicle,2024,1,1,0,0,36XX RAE AVE,Renfrew-Collingwood,498185.5545,5453770.0451
Theft from Vehicle,2024,2,23,0,0,36XX RUPERT ST,Renfrew-Collingwood,497548.4289,5455503.2509
Theft from Vehicle,2024,1,10,2,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495210.5204,5455526.1948
Theft from Vehicle,2024,2,24,22,0,36XX W 11TH AVE,Kitsilano,486515.2176,5456662.6864
Theft from Vehicle,2024,2,11,17,0,36XX W 15TH AVE,Kitsilano,486563.5963,5456259.2806
Theft from Vehicle,2024,1,16,23,0,37XX PRINCE EDWARD ST,Riley Park,492970.2098,5455424.4079
Theft from Vehicle,2024,1,5,0,0,37XX W 11TH AVE,West Point Grey,486465.7614,5456654.8201
Theft from Vehicle,2024,2,12,4,23,37XX W 15TH AVE,West Point Grey,486454.9503,5456252.897
Theft from Vehicle,2024,2,13,20,0,37XX W 6TH AVE,West Point Grey,486478.64,5457141.7798
Theft from Vehicle,2024,2,28,23,0,38XX BLENHEIM ST,Dunbar-Southlands,487000.0971,5455532.4188
Theft from Vehicle,2024,1,8,20,0,38XX W 15TH AVE,West Point Grey,486315.6552,5456256.3924
Theft from Vehicle,2024,1,3,21,0,39XX ALICE ST,Kensington-Cedar Cottage,495216.5464,5455273.3676
Theft from Vehicle,2024,2,13,19,30,39XX TUPPER ST,South Cambie,491548.5138,5455319.1767
Theft from Vehicle,2024,1,31,0,0,39XX W 10TH AVE,West Point Grey,486040.0378,5456781.253
Theft from Vehicle,2024,2,8,17,0,39XX W 20TH AVE,Dunbar-Southlands,485927.2342,5455794.4687
Theft from Vehicle,2024,1,2,22,0,39XX W 33RD AVE,Dunbar-Southlands,486097.3511,5454418.8479
Theft from Vehicle,2024,2,8,9,10,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Theft from Vehicle,2024,1,23,11,30,3XX ABBOTT ST,Central Business District,492211.6404,5458821.3339
Theft from Vehicle,2024,1,23,13,30,3XX ABBOTT ST,Central Business District,492233.7027,5458898.9849
Theft from Vehicle,2024,1,23,5,0,3XX ABBOTT ST,Central Business District,492237.1355,5458911.0666
Theft from Vehicle,2024,1,29,20,20,3XX ABBOTT ST,Central Business District,492237.1355,5458911.0666
Theft from Vehicle,2024,1,23,0,41,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Theft from Vehicle,2024,1,27,16,10,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Theft from Vehicle,2024,2,18,22,31,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Theft from Vehicle,2024,2,28,17,0,3XX CARRALL ST,Central Business District,492410.8037,5458823.75
Theft from Vehicle,2024,3,1,2,11,3XX COLUMBIA ST,Central Business District,492569.8969,5458847.0253
Theft from Vehicle,2024,1,29,16,30,3XX DUNSMUIR ST,Central Business District,491813.0087,5458708.1654
Theft from Vehicle,2024,2,3,5,0,3XX DUNSMUIR ST,Central Business District,491813.0087,5458708.1654
Theft from Vehicle,2024,2,29,16,0,3XX E 10TH AVE,Mount Pleasant,492972.2143,5456575.2681
Theft from Vehicle,2024,1,21,2,0,3XX E 17TH AVE,Riley Park,492838.439,5455875.7407
Theft from Vehicle,2024,2,24,16,15,3XX E 63RD AVE,Sunset,492709.8842,5451208.5682
Theft from Vehicle,2024,3,1,18,15,3XX E BROADWAY AVE,Mount Pleasant,492915.9916,5456679.507
Theft from Vehicle,2024,2,18,11,54,3XX E BROADWAY AVE,Mount Pleasant,492960.3314,5456677.1813
Theft from Vehicle,2024,1,4,15,52,3XX E CORDOVA ST,Strathcona,492906.9814,5458833.0408
Theft from Vehicle,2024,2,23,13,24,3XX HEATLEY AVE,Strathcona,493495.7112,5458818.2244
Theft from Vehicle,2024,2,8,12,0,3XX KINGSWAY AVE,Mount Pleasant,492978.7369,5456333.2071
Theft from Vehicle,2024,1,22,12,10,3XX LAKEWOOD DR,Grandview-Woodland,495518.4623,5458813.5524
Theft from Vehicle,2024,2,28,11,41,3XX N SLOCAN ST,Hastings-Sunrise,496418.9906,5459443.9647
Theft from Vehicle,2024,1,4,17,0,3XX W 46TH AVE,Oakridge,491769.0,5452881.0
Theft from Vehicle,2024,1,4,20,25,3XX W BROADWAY AVE,Mount Pleasant,491909.5999,5456710.9745
Theft from Vehicle,2024,1,3,16,0,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.1804
Theft from Vehicle,2024,2,26,4,30,3XX WOODLAND DR,Grandview-Woodland,494712.7446,5458797.4687
Theft from Vehicle,2024,1,3,0,0,40XX ALICE ST,Kensington-Cedar Cottage,495214.5659,5455181.7083
Theft from Vehicle,2024,1,21,18,0,40XX ASH ST,South Cambie,491389.9054,5455256.3316
Theft from Vehicle,2024,1,13,14,30,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.7048,5455098.1251
Theft from Vehicle,2024,1,25,13,48,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.7048,5455098.1251
Theft from Vehicle,2024,1,6,17,0,40XX SIDNEY ST,Kensington-Cedar Cottage,495448.1841,5455176.8125
Theft from Vehicle,2024,1,29,4,0,40XX SLOCAN ST,Renfrew-Collingwood,496391.903,5455110.9297
Theft from Vehicle,2024,1,13,20,0,40XX W 33RD AVE,Dunbar-Southlands,485726.8298,5454419.2083
Theft from Vehicle,2024,1,25,9,30,40XX W 36TH AVE,Dunbar-Southlands,485864.1185,5454110.6003
Theft from Vehicle,2024,1,3,13,0,41XX ATLIN ST,Renfrew-Collingwood,496667.549,5454931.7755
Theft from Vehicle,2024,1,4,0,0,41XX COMMERCIAL ST,Kensington-Cedar Cottage,495068.8261,5455028.3907
Theft from Vehicle,2024,1,4,2,30,41XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493619.3324,5455095.3957
Theft from Vehicle,2024,1,3,16,0,42XX KNIGHT ST,Kensington-Cedar Cottage,494464.2506,5454968.8618
Theft from Vehicle,2024,2,9,18,0,42XX MAIN ST,Riley Park,492642.9448,5454947.4328
Theft from Vehicle,2024,1,18,16,0,42XX RUPERT ST,Renfrew-Collingwood,497546.2451,5454893.1436
Theft from Vehicle,2024,1,5,1,48,42XX SLOCAN ST,Renfrew-Collingwood,496381.6509,5454831.0867
Theft from Vehicle,2024,1,21,19,0,42XX W 10TH AVE,West Point Grey,485432.1678,5456785.5961
Theft from Vehicle,2024,1,28,13,30,42XX W 10TH AVE,West Point Grey,485432.1678,5456785.5961
Theft from Vehicle,2024,2,11,17,0,43XX JERICHO CIRC,West Point Grey,485195.6309,5457458.3098
Theft from Vehicle,2024,2,26,1,55,43XX JOHN ST,Riley Park,492922.6936,5454883.0247
Theft from Vehicle,2024,1,19,8,24,43XX VALLEY DR,Arbutus Ridge,488508.4871,5455006.954
Theft from Vehicle,2024,2,25,11,24,43XX VICTORIA DR,Kensington-Cedar Cottage,495264.8311,5454884.0422
Theft from Vehicle,2024,1,22,4,0,44XX GLADSTONE ST,Kensington-Cedar Cottage,495605.1338,5454696.8248
Theft from Vehicle,2024,1,6,20,0,44XX MAIN ST,Riley Park,492631.3143,5454654.2278
Theft from Vehicle,2024,3,1,11,16,44XX SLOCAN ST,Renfrew-Collingwood,496390.3077,5454739.2186
Theft from Vehicle,2024,2,11,16,0,44XX W 1ST AVE,West Point Grey,485025.5844,5457718.6667
Theft from Vehicle,2024,2,5,19,30,44XX W 9TH AVE,West Point Grey,485002.6585,5456893.7682
Theft from Vehicle,2024,1,27,23,45,45XX BELMONT AVE,West Point Grey,484674.0952,5457901.8219
Theft from Vehicle,2024,1,4,3,0,45XX DUMFRIES ST,Kensington-Cedar Cottage,494655.1994,5454638.8812
Theft from Vehicle,2024,1,1,0,0,45XX GLADSTONE ST,Kensington-Cedar Cottage,495579.9574,5454648.8035
Theft from Vehicle,2024,1,3,17,0,45XX INVERNESS ST,Kensington-Cedar Cottage,494171.0014,5454648.8172
Theft from Vehicle,2024,1,23,8,0,45XX W 6TH AVE,West Point Grey,484779.4509,5457196.0971
Theft from Vehicle,2024,1,27,7,0,45XX W 7TH AVE,West Point Grey,484708.1599,5457094.7038
Theft from Vehicle,2024,2,5,16,0,45XX W 9TH AVE,West Point Grey,484777.6335,5456899.9074
Theft from Vehicle,2024,1,3,23,57,46XX CARNARVON ST,Dunbar-Southlands,487414.0898,5454724.5944
Theft from Vehicle,2024,1,5,7,8,46XX CLARENDON ST,Renfrew-Collingwood,496110.2426,5454546.4308
Theft from Vehicle,2024,1,26,22,0,46XX W 2ND AVE,West Point Grey,484586.4276,5457644.1553
Theft from Vehicle,2024,1,4,12,0,46XX W 4TH AVE,West Point Grey,484574.6707,5457384.0364
Theft from Vehicle,2024,1,27,15,23,47XX W 6TH AVE,West Point Grey,484207.3563,5457206.8751
Theft from Vehicle,2024,2,20,0,0,48XX HENRY ST,Kensington-Cedar Cottage,494350.6246,5454289.7816
Theft from Vehicle,2024,2,10,3,0,48XX QUEBEC ST,Riley Park,492520.5526,5454300.5605
Theft from Vehicle,2024,2,2,10,10,49XX MAIN ST,Riley Park,492618.4046,5454188.7255
Theft from Vehicle,2024,2,1,15,0,4X E HASTINGS ST,Central Business District,492480.1762,5458750.8242
Theft from Vehicle,2024,1,6,22,53,4X POWELL ST,Central Business District,492492.0356,5458955.1217
Theft from Vehicle,2024,2,13,23,0,4XX ABBOTT ST,Central Business District,492207.9535,5458808.3072
Theft from Vehicle,2024,1,19,5,0,4XX BEACH CRES,Central Business District,490765.6635,5457655.3079
Theft from Vehicle,2024,2,4,7,50,4XX BROUGHTON ST,Central Business District,490777.4326,5459705.0952
Theft from Vehicle,2024,1,10,0,45,4XX CAMBIE ST,Central Business District,492032.1854,5458869.7441
Theft from Vehicle,2024,3,5,12,6,4XX CARRALL ST,Central Business District,492416.8603,5458750.3277
Theft from Vehicle,2024,2,15,6,40,4XX DUNSMUIR ST,Central Business District,491742.7772,5458778.6831
Theft from Vehicle,2024,2,7,23,0,4XX E 10TH AVE,Mount Pleasant,493184.7734,5456531.1727
Theft from Vehicle,2024,2,4,1,0,4XX E 12TH AVE,Mount Pleasant,493201.8629,5456333.2692
Theft from Vehicle,2024,1,13,18,30,4XX E 28TH AVE,Riley Park,493031.6331,5454771.0952
Theft from Vehicle,2024,2,2,0,0,4XX E 51ST AVE,Sunset,492907.5904,5452320.2469
Theft from Vehicle,2024,1,14,20,0,4XX E 63RD AVE,Sunset,492876.3076,5451181.9687
Theft from Vehicle,2024,1,8,20,0,4XX E 6TH AVE,Mount Pleasant,493144.7086,5456953.4677
Theft from Vehicle,2024,2,20,22,0,4XX E 7TH AVE,Mount Pleasant,493032.8002,5456855.6767
Theft from Vehicle,2024,2,18,19,0,4XX E HASTINGS ST,Strathcona,493065.2895,5458724.1998
Theft from Vehicle,2024,2,25,22,0,4XX E PENDER ST,Strathcona,493131.2517,5458614.1749
Theft from Vehicle,2024,1,14,13,25,4XX HOWE ST,Central Business District,491596.8982,5459192.4101
Theft from Vehicle,2024,1,1,13,42,4XX HOWE ST,Central Business District,491649.6035,5459248.795
Theft from Vehicle,2024,2,5,0,0,4XX INDUSTRIAL AVE,Strathcona,493063.9317,5457415.4665
Theft from Vehicle,2024,2,3,16,59,4XX JACKSON AVE,Strathcona,493209.5845,5458722.745
Theft from Vehicle,2024,1,1,1,0,4XX RICHARDS ST,Central Business District,491863.486,5459034.3289
Theft from Vehicle,2024,1,25,12,30,4XX ROBSON ST,Central Business District,491435.5478,5458599.7512
Theft from Vehicle,2024,1,25,18,0,4XX ROBSON ST,Central Business District,491478.2782,5458557.5808
Theft from Vehicle,2024,2,13,10,57,4XX ROBSON ST,Central Business District,491494.576,5458528.6491
Theft from Vehicle,2024,2,18,12,55,4XX SE MARINE DR,Sunset,493057.6188,5450912.6378
Theft from Vehicle,2024,1,7,8,0,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2024,1,11,13,0,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2024,1,28,13,45,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2024,1,30,20,22,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2024,2,2,23,36,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2024,2,22,13,57,4XX W 40TH AVE,Riley Park,491572.6687,5453521.7296
Theft from Vehicle,2024,2,11,8,50,4XX W 64TH AVE,Marpole,491646.322,5451053.437
Theft from Vehicle,2024,1,12,15,45,4XX W CORDOVA ST,Central Business District,491998.3438,5459039.6194
Theft from Vehicle,2024,2,12,9,0,4XX W GEORGIA ST,Central Business District,491571.9963,5458708.2353
Theft from Vehicle,2024,1,4,11,30,4XX W GEORGIA ST,Central Business District,491582.1608,5458685.2897
Theft from Vehicle,2024,1,18,21,15,4XX W GEORGIA ST,Central Business District,491623.0297,5458657.6649
Theft from Vehicle,2024,1,30,11,0,4XX W GEORGIA ST,Central Business District,491623.0297,5458657.6649
Theft from Vehicle,2024,2,24,23,14,4XX W GEORGIA ST,Central Business District,491623.0297,5458657.6649
Theft from Vehicle,2024,2,23,17,0,4XX W PENDER ST,Central Business District,491855.8349,5458893.9762
Theft from Vehicle,2024,1,31,23,30,50XX ARBUTUS ST,Arbutus Ridge,488760.9692,5454267.799
Theft from Vehicle,2024,2,5,23,0,50XX ASH ST,South Cambie,491385.7481,5454012.1427
Theft from Vehicle,2024,1,2,22,0,50XX CARNARVON ST,Dunbar-Southlands,487412.4165,5454300.879
Theft from Vehicle,2024,1,2,6,27,50XX COMMERCIAL ST,Kensington-Cedar Cottage,495015.8157,5454055.5796
Theft from Vehicle,2024,2,2,18,0,50XX CONNAUGHT DR,Shaughnessy,489635.4918,5454219.8213
Theft from Vehicle,2024,1,24,0,0,50XX MOSS ST,Renfrew-Collingwood,496690.753,5454045.946
Theft from Vehicle,2024,1,20,13,0,50XX PAYNE ST,Renfrew-Collingwood,497883.4436,5454091.6472
Theft from Vehicle,2024,3,4,3,0,51XX ELGIN ST,Kensington-Cedar Cottage,493912.9911,5453905.7953
Theft from Vehicle,2024,2,17,21,56,51XX MOSS ST,Renfrew-Collingwood,496575.9507,5453868.8192
Theft from Vehicle,2024,1,27,16,0,51XX ST MARGARETS ST,Renfrew-Collingwood,495888.3666,5453891.0868
Theft from Vehicle,2024,2,28,3,23,53XX CHAMBERS ST,Renfrew-Collingwood,496145.1547,5453764.5254
Theft from Vehicle,2024,1,8,0,0,53XX ROSS ST,Kensington-Cedar Cottage,494001.0111,5453769.8845
Theft from Vehicle,2024,2,10,4,0,53XX SHERBROOKE ST,Kensington-Cedar Cottage,494081.0808,5453775.6602
Theft from Vehicle,2024,1,9,18,30,54XX BALSAM ST,Arbutus Ridge,488265.2525,5453813.5068
Theft from Vehicle,2024,1,26,20,0,54XX LANARK ST,Kensington-Cedar Cottage,494504.5035,5453669.5825
Theft from Vehicle,2024,2,23,23,30,55XX ALBERTA ST,Riley Park,491752.5144,5453617.5537
Theft from Vehicle,2024,2,22,20,0,55XX COLUMBIA ST,Riley Park,491949.1355,5453650.517
Theft from Vehicle,2024,1,13,19,0,57XX BEATRICE ST,Victoria-Fraserview,495132.9262,5453301.6621
Theft from Vehicle,2024,3,3,14,0,57XX CARNARVON ST,Kerrisdale,487405.7551,5453531.0605
Theft from Vehicle,2024,1,1,10,0,58XX VICTORIA DR,Victoria-Fraserview,495232.9747,5453162.4772
Theft from Vehicle,2024,1,27,19,0,5X ALEXANDER ST,Central Business District,492501.7932,5458993.9284
Theft from Vehicle,2024,1,9,21,50,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2024,2,2,0,0,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2024,2,7,0,0,5X FALAISE PL,Renfrew-Collingwood,497909.4954,5455951.0802
Theft from Vehicle,2024,1,27,0,0,5X NELSON ST,Central Business District,491599.5682,5457991.3915
Theft from Vehicle,2024,2,21,21,28,5X NELSON ST,Central Business District,491599.5682,5457991.3915
Theft from Vehicle,2024,1,1,19,21,5X W PENDER ST,Central Business District,492276.9063,5458683.6731
Theft from Vehicle,2024,1,12,20,50,5XX ABBOTT ST,Central Business District,492168.9151,5458624.4035
Theft from Vehicle,2024,2,15,8,0,5XX ALEXANDER ST,Strathcona,493218.3648,5459025.7037
Theft from Vehicle,2024,3,6,21,0,5XX BEACH CRES,Central Business District,490565.9565,5457859.1225
Theft from Vehicle,2024,3,5,5,56,5XX BURRARD ST,Central Business District,491363.1981,5459263.0536
Theft from Vehicle,2024,2,15,7,15,5XX BURRARD ST,Central Business District,491418.3505,5459316.4819
Theft from Vehicle,2024,2,15,0,18,5XX CARDERO ST,Central Business District,490578.6783,5459834.3233
Theft from Vehicle,2024,2,14,18,0,5XX DENMAN ST,Central Business District,490360.1516,5460087.7302
Theft from Vehicle,2024,2,8,8,0,5XX E 10TH AVE,Mount Pleasant,493311.2733,5456530.7941
Theft from Vehicle,2024,1,13,22,0,5XX E 26TH AVE,Riley Park,493175.0092,5454989.0904
Theft from Vehicle,2024,2,23,20,0,5XX E PENDER ST,Strathcona,493208.4766,5458612.4018
Theft from Vehicle,2024,2,11,14,20,5XX HAMILTON ST,Central Business District,491932.5281,5458820.1407
Theft from Vehicle,2024,1,26,2,30,5XX HOMER ST,Central Business District,491847.123,5458876.2636
Theft from Vehicle,2024,1,2,23,0,5XX HORNBY ST,Central Business District,491450.1033,5459186.7369
Theft from Vehicle,2024,1,3,16,0,5XX HORNBY ST,Central Business District,491450.1033,5459186.7369
Theft from Vehicle,2024,1,8,8,0,5XX HORNBY ST,Central Business District,491450.1033,5459186.7369
Theft from Vehicle,2024,1,13,16,0,5XX HORNBY ST,Central Business District,491450.1033,5459186.7369
Theft from Vehicle,2024,2,5,11,30,5XX HORNBY ST,Central Business District,491450.1033,5459186.7369
Theft from Vehicle,2024,2,8,20,30,5XX HORNBY ST,Central Business District,491450.1033,5459186.7369
Theft from Vehicle,2024,1,19,9,0,5XX HORNBY ST,Central Business District,491460.5243,5459210.8692
Theft from Vehicle,2024,1,12,21,0,5XX HORNBY ST,Central Business District,491503.7047,5459242.8033
Theft from Vehicle,2024,2,4,7,54,5XX HORNBY ST,Central Business District,491503.7047,5459242.8033
Theft from Vehicle,2024,2,7,0,0,5XX HORNBY ST,Central Business District,491503.7047,5459242.8033
Theft from Vehicle,2024,1,8,16,57,5XX HOWE ST,Central Business District,491577.5881,5459171.8223
Theft from Vehicle,2024,1,20,14,0,5XX HOWE ST,Central Business District,491577.5881,5459171.8223
Theft from Vehicle,2024,1,30,11,43,5XX HOWE ST,Central Business District,491577.5881,5459171.8223
Theft from Vehicle,2024,1,29,10,24,5XX MAIN ST,Central Business District,492744.0392,5458625.1196
